44.8019	1
48.8019	1
49.8019	1
52.1017	2
54.1017	2
54.4015	1
56.8019	1
56.8151533333333	15
56.96166	5
58.11274	5
58.461	2
59.56902	5
59.7608	2
61.53135	4
62.0706	6
62.7561222222221	9
63.1178714285715	7
63.2607	5
63.4015	1
63.6185571428572	7
64.399556521739	23
64.4015	1
64.5635	8
65.2483571428571	7
65.8538666666667	6
66.56754	5
67.1765571428571	7
67.1893909090909	11
67.66045	4
67.8178333333333	9
67.9405	6
68.01222	5
68.1307	2
69.4136	6
69.61006	5
69.7756272727272	11
69.9633	5
70.0188384615385	13
70.3582	2
70.3942	6
71.5951	8
72.1438000000001	8
72.1921	3
72.3582	2
73.4634666666667	6
74.42675	8
74.6461666666668	9
74.7250636363636	11
74.9599333333333	6
75.07196	10
75.2369	5
75.2608	2
75.4015	1
77.2581	7
77.3148333333333	6
77.4203666666667	3
77.4584692307692	13
77.5705	2
77.5963	1
79.4295333333333	6
79.622725	8
79.6669666666667	3
79.7281	2
81.68725	12
82.2674166666667	6
82.2848454545454	11
82.4498857142857	7
82.73186	5
82.8355285714286	7
83.3823	6
83.4594	1
84.40164	5
84.549975	4
85.0714625	8
85.44698	5
86.2811454545455	11
86.4523555555556	9
86.8541833333333	6
86.98435	6
87.01655	4
87.02945	2
87.4626	1
88.5162666666667	3
89.1074142857143	7
89.2620071428572	14
89.3740285714286	7
89.75285	4
90.27646	5
90.4594	1
91.5447	1
91.8222333333333	3
92.4594	1
93.4677454545455	11
93.9259	7
94.184	3
94.2197090909091	11
94.25365	8
94.8222333333333	3
95.00205	2
95.4594	1
97.0771	5
97.1545	3
97.4594	1
98.46196	5
99.00365	2
99.07902	5
99.4626	1
100.9825	4
101.004	2
101.463	1
102.459	1
103.463	1
104.459	1
105.463	1
